Food,Portion,Unit,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats
Baked chicken dark meat (no skin),1,medium dark meat quarter,0,0,0,0,0,0,0,0,0,3.35065,0,0,0,0,0,0,179.55,2.1565
Baked chicken drumstick (no skin),1,medium drumstick,0,0,0,0,0,0,0,0,0,1.55188,0,0,0,0,0,0,75.24,0.6424
Fried chicken drumstick (battered),1,medium drumstick,0.4752,0,0,0,0,0,0,0,0.00504,1.82016,0,0,0,57.90528,0,0,194.4,2.5776
Baked chicken thigh (no skin),1,medium thigh,0,0,0,0,0,0,0,0,0,1.80336,0,0,0,8.18532,0,0,107.64,1.56
Fried chicken thigh (eat skin),1,medium thigh,0,0,0,0,0,0,0,0,0,2.015,0,0,0,38.6694,0,0,158.1,2.6102
Fried chicken thigh (no skin),1,medium thigh,0,0,0,0,0,0,0,0,0,1.729,0,0,0,22.83372,0,0,111.28,1.2532
Fried chicken thigh (battered),1,medium thigh,0.68112,0,0,0,0,0,0,0,0.00774,2.03046,0,0,0,79.03314,0,0,239.08,3.6464
Fried chicken wing (no coating),1,medium wing,0,0,0,0,0,0,0,0,0,0.95168,0,0,0,42.60672,0,0,101.76,1.8304
Fried chicken wing (battered),1,medium wing,0.43463,0,0,0,0,0,0,0,0.0049,1.01087,0,0,0,71.56989,0,0,159.74,2.5725
Chicken patty or fillet (breaded),1,patty,0.8398,0,0,0,0,0,0,0,0,1.6264,0,0,1.6264,1.6264,0,0,225.72,3.05672
Chicken nuggets,1,fast food order-6 nuggets,0.7956,0,0,0,0,0,0,0,0,1.5408,0,0,2.55696,4.86648,0,0,216.72,3.1608
Roasted turkey (white meat),1,medium slice,0,0,0,0,0,0,0,0,0,0.98756,0,0,0,0,0,0,43.68,0.2856
Roasted turkey (white & dark meat),1,medium slice,0,0,0,0,0,0,0,0,0,0.98756,0,0,0,0,0,0,47.32,0.4564
Ground turkey,1,medium patty (4 per pound),0,0,0,0,0,0,0,0,0,2.0286,0,0,0,22.8366,0,0,139.8,2.016
Turkey bacon,1,"medium slice, cooked",0,0,0,0,0,0,0,0,0,0.30833,0,0,0,22.88286,0,0,42.02,0.9119
Roasted duck,1,breast,0,0,0,0,0,0,0,0,0,2.1204,0,0,0,143.16804,0,0,255.36,7.3188
Roasted Cornish game hen,1,breast,0,0,0,0,0,0,0,0,0,3.5013,0,0,0,96.9903,0,0,284.9,5.522
Fried beef liver,1,slice,0,0,0,0,0,0,0,0,0,2.8883,0,0,0,12.7755,0,0,147.9,1.2495
Fried chicken liver,1,cup,0.8988,0,0,0,0,0,0,0,0,4.186,0,0,0,54.8226,0,0,372.4,4.718
Chicken liver pate,1,slice,0.13665,0,0,0,0,0,0,0,0,0.53667,0.00028,0,0,23.50442,0,0,56.9835,1.134
Low fat hot dog,1,hot dog,0,0,0,0,0,0,0,0,0,1.98303,0,0,0,15.43104,0,0,92.34,2.2116
Hot dog (frankfurter),1,hot dog,0,0,0,0,0,0,0,0,0,1.63704,0,0,0.05193,110.02311,0.57442,0,174.99,5.3523
Bratwurst,1,brat,0,0,0,0,0,0,0,0,0,2.34005,0,0,0,170.595,0,0,281.35,8.602
Bologna,1,medium slice,0,0,0,0,0,0,0,0,0,0.78708,0,0,0,54.6336,0,0,85.96,2.8588
Low fat bologna,1,medium slice,0,0,0,0,0,0,0,0,0,0.87864,0,0,0,31.65372,0,0,64.4,2.0468
Pepperoni,1,slice,0,0,0,0,0,0,0,0,0,0.12771,0,0,0.00297,17.43439,0.06437,0,25.63,0.88495
Polish sausage,0.5,"cup, sliced",0,0,0,0,0,0,0,0,0,2.13816,0,0,0,144.1831,0,0,234.05,7.48205
Breakfast sausage (brown & serve),1,patty,0,0,0,0,0,0,0,0,0,0.66933,0,0,0,74.05425,0,0,106.92,3.4992
Turkey sausage,1,medium slice (slice=1 oz),0,0,0,0,0,0,0,0,0,0.91392,0,0,0.00199,29.35044,0,0,58.52,1.2208
Vienna sausage,1,sausage,0,0,0,0,0,0,0,0,0,0.46528,0,0,0,27.26352,0,0,44.64,1.4848
Deli ham (regular),1,slice,0,0,0,0,0,0,0,0,0,0.98756,0,0,0,0,0,0,45.36,0.756
Deli ham (extra lean),1,slice,0,0,0,0,0,0,0,0,0,0.98756,0,0,0,0,0,0,36.68,0.4536
Deli chicken or turkey loaf,1,slice,0,0,0,0,0,0,0,0,0,0.9999,0,0,0.00019,0,0,0,42.525,0.56984
Deli sliced turkey or chicken breast,1,slice,0,0,0,0,0,0,0,0,0,0.9999,0,0,0,0,3.8569,0,29.484,0.13608
Deli sliced roast beef,1,slice,0,0,0,0,0,0,0,0,0,0.9999,0,0,0,0,0,0,50.1795,0.46778
Chicken salad spread,0.5,cup,0.66976,0,0,0,0,0,0,0,0,1.6172,0.00208,0,1.92284,9.88416,0,0,208,3.588
Ham salad spread,0.5,cup,0.35167,0,0,0,0,0,0,0,0,3.29659,0,0,0.41857,88.2679,0,0,273.24,6.4009
Baked fish,1,fillet,0,0,0,0,0,0,0,0.01469,0,3.71996,0,0,0,23.36049,0,0,142.38,0.7571
Fried fish (breaded or battered),1,fillet,0.68742,0,0,0,0,0,0,0,0.02278,3.28434,0,0,0,124.31448,0,0,266.66,3.082
Baked battered fish fillet,1,patty or fillet,0.97812,0,0,0,0,0,0,0,0.01368,1.05279,0.00513,0,0.00317,55.10646,3.71518,0,155.04,1.7955
Fried breaded fish fillet,1,patty or fillet,0.3477,0,0,0,0,0,0,0,0.00399,1.54698,0.00171,0,0.00114,50.4792,1.29707,0,125.97,1.2939
Anchovy,1,"2-ounce can, drained",0,0,0,0,0,0,0,0,0,1.5795,0,0,0.2094,0,0,0,94.5,0.99
Baked or broiled catfish,1,fillet,0,0,0,0,0,0,0,0.01008,0,2.05632,0,0,0.03696,16.19919,0,0,115.92,1.638
Fried catfish (breaded or battered),1,fillet,0.38475,0,0,0,0,0,0,0,0.01275,1.83975,0,0,0.037,69.5925,0,0,182.25,2.7375
Baked or broiled cod,1,fillet,0,0,0,0,0,0,0,0.01488,0,3.04203,0,0,0,23.89635,0,0,113.46,0.5859
Fried cod (breaded or battered),1,fillet,0.5841,0,0,0,0,0,0,0,0.0198,2.7918,0,0,0,70.7553,0,0,190.3,1.738
Baked or broiled flounder,1,fillet,0,0,0,0,0,0,0,0.0208,0,4.2536,0,0,0,33.462,0,0,172.9,1.118
Baked or broiled perch,1,fillet,0,0,0,0,0,0,0,0.01536,0,3.14112,0,0,0,24.68448,0,0,127.68,0.7104
Baked or broiled salmon,1,steak,0,0,0,0,0,0,0,0.02698,0,4.58802,0,0,0,43.68204,0,0,242.82,1.8602
Smoked salmon (lox),1,slice or piece,0,0,0,0,0,0,0,0,0,0.7054,0,0,0,0,0,0,23.4,0.186
Baked or broiled trout,1,medium trout,0,0,0,0,0,0,0,0.02608,0,5.33825,0,0,0,41.92686,0,0,306.44,3.8142
Baked or broiled tuna,1,steak,0,0,0,0,0,0,0,0.02384,0,4.88124,0,0,0,38.3526,0,0,227.97,1.2069
Canned tuna (in oil),0.5,"can, drained",0,0,0,0,0,0,0,0,0,2.8216,0,0,1.2736,0,0,0,158.4,1.224
Canned tuna (in water),0.5,"can, drained",0,0,0,0,0,0,0,0,0,2.94504,0,0,0,0,0,0,96.86,0.19205
Fried whiting (floured or breaded),1,fillet,0.5307,0,0,0,0,0,0,0,0.00609,2.36031,0.00261,0,0.00174,77.02371,1.97974,0,190.53,2.0619
Fried calamari (fried squid),0.25,cup,0.23663,0,0,0,0,0,0,0,0.00263,1.05338,0.00113,0,0.00075,22.4775,0.88381,0,73.875,0.6975
Fried clams (battered),0.5,cup (1 cup=8 medium clams),0.43758,0,0,0,0,0,0,0,0,1.31631,0.00102,0,0.00057,45.74394,0.69632,0,111.18,1.2138
"Steamed clams (oysters, mussels)",0.5,cup (1 cup=12 medium clams),0,0,0,0,0,0,0,0,0,2.64525,0,0,0,0,0,0,69,0.0825
Steamed crab (hard shell),1,medium blue crab,0,0,0,0,0,0,0,0,0,1.69296,0,0,0,0,0,0,48.48,0.1056
Steamed or boiled crayfish,0.5,"cup, cooked",0,0,0,0,0,0,0,0,0,2.4689,0,0,0,0,0,0,56.7,0.119
Steamed or boiled lobster,1,medium lobster tail,0,0,0,0,0,0,0,0,0,5.18469,0,0,0,0,0,0,142.59,0.147
Fried oysters (breaded or battered),1,large oyster,0.22308,0,0,0,0,0,0,0,0,0.67002,0.00052,0,0.00029,23.32746,0.35499,0,55.38,0.7696
Baked or broiled scallops,0.5,"cup, cooked",0,0,0,0,0,0,0,0,0,3.18749,0,0,0,25.11526,0,0,124.74,0.61425
Fried scallops (floured or breaded),0.5,"cup, cooked",0.4087,0,0,0,0,0,0,0,0.00469,1.81838,0.00201,0,0.00134,59.32917,1.52463,0,145.39,1.4807
"Baked, broiled, or sauteed shrimp",0.5,"cup, cooked",0,0,0,0,0,0,0,0,0,2.44543,0,0,0,19.2357,0,0,111.65,0.68875
Steamed or boiled shrimp,4,ounces after cooking,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,154.56,0.4816
Fried shrimp (breaded or battered),4,ounces after cooking,0.96096,0,0,0,0,0,0,0,0,2.89856,0.00224,0,0.00124,100.4472,1.52918,0,274.4,2.9008
Spaghetti sauce (with meat),0.5,cup,0,0,0.46688,0,0,0,0.46688,0,0,0.71214,0,0,0.79486,20.81889,2.1248,0,140.685,2.07915
Chili con carne (with beans),0.5,cup,0,0,0.35052,0,0,0,0.35052,0,0,0.86868,0,0.14351,0,25.29459,2.12619,0,132.08,1.9939
Beef sloppy joe (no bun),0.5,cup,0,0,0.41792,0,0,0,0.41791,0,0,1.56248,0,0,0,46.06101,18.35889,0,185.74,3.5391
Salisbury steak with gravy,1,steak with gravy,0.6579,0,0.03612,0,0,0,0.03612,0,0.02709,1.80084,0.00903,0,0.02494,65.00439,0.96451,0,218.01,4.773
Teriyaki steak with sauce,0.5,cup,0,0,0,0,0,0,0,0.08906,0,2.61812,0,0,0.53572,0.17568,5.96879,0,226.92,2.806
Beef curry,0.5,cup,0,0,0.28792,0,0,0.00118,0.28674,0.02596,0,1.76292,0,0,0,109.57716,0,0,215.94,3.3748
Beef with BBQ sauce,0.5,cup,0.08416,0,0.00526,0,0,0,0.00526,0,0,3.56365,0,0,0.00058,4.734,4.95877,0,228.81,3.95815
Pork or ham with BBQ sauce,0.5,cup,0.0789,0,0.00526,0,0,0,0.00526,0,0,3.53077,0,0,0.00058,28.08445,4.70228,0,236.7,4.1554
Sweet & sour pork,0.5,cup,0.11752,0,0.1469,0,0,0.04746,0.09944,0.14351,0,0.77518,0,0,0.38671,2.18655,15.88747,0,115.26,1.0622
Sausage gravy,0.5,cup,0.2976,0,0,0,0,0,0,0,0.4068,0.5964,0,0,0,105.6888,0,0,187.2,4.2
Chicken cacciatore,1,breast with sauce,0.312,0,0.53,0,0,0,0.53,0,0,3.256,0,0,3.55,94.788,0,0,382,5.18
Chicken teriyaki,1,breast with sauce,0,0,0.0576,0,0,0,0.0576,0,0,3.1168,0,0,0,0,11.33879,0,190.72,0.9344
Chicken with BBQ sauce,1,breast with sauce,0.06273,0,0.00492,0,0,0,0.00492,0,0,3.46491,0,0,0.00055,22.4721,3.6986,0,233.7,3.0873
Buffalo wing (chicken wing & sauce),1,"wing ""drumette"" with sauce",0,0,0,0,0,0,0,0,0,0.7248,0,0,0.15451,23.37768,0,0,73.44,1.3488
Sweet & sour chicken,1,breast with sauce,0.424,0,0.532,0,0,0.172,0.36,0.52,0,3.128,0,0,6.284,0,56.64,0,356,1.64
Chicken curry,1,breast with sauce,0,0,0.45,0,0,0.002,0.488,0.042,0,3.298,0,0,0,89.334,0,0,248,2.7
Chicken cordon bleu,1,"roll (breast,ham, sauce)",0.63433,0,0.24045,0,0.00687,0,0.23587,0,0.38701,4.46321,0.00229,0,0.00204,204.55425,2.34496,0,501.51,15.4804
Chicken Parmigiana,1,"patty, sauce and cheese",0.82446,0,0.22568,0,0,0,0.22568,0,0.47684,3.05032,0.00364,0,1.18624,59.50854,2.12992,0,323.96,5.2598
Lemon chicken,0.5,cup,0.86814,0,0.01386,0,0,0.00126,0.0126,0.0378,0.0063,2.13948,0.00126,0,0.36036,110.80314,4.91521,0,335.16,4.725
Corned beef hash,0.5,cup,0,0,0.3949,0,0,0.3806,0.0143,0,0,1.1847,0,0,0,71.28,0,0,180.4,4.752
"Beef, tomato sauce & noodles",1,cup,0.8217,0,0.41085,0,0,0,0.41085,0,0,2.9133,0,0,0,2.64438,0,0,276.39,2.3406
Beef stroganoff with noodles,1,cup,1.088,0,0.32256,0,0,0,0.32256,0,0,2.26048,0.00256,0,0.91534,97.92,0,0,343.04,7.3472
"Meatloaf or meatball, no sauce",1,medium slice,0.40608,0,0.0648,0,0,0,0.0648,0,0.0648,2.43324,0,0,0.243,6.32016,0.1026,0,220.32,4.30488
Meatloaf or meatballs & tomato sauce,1,medium slice,0.41648,0,0.19043,0,0,0,0.19043,0,0.06713,2.51806,0,0,0.0551,61.68699,1.71463,0,239.75,4.6443
Chicken and rice with cream sauce,0.5,cup,0.59892,0,0.12276,0,0.0062,0,0.11656,0,0.15004,0.90272,0.00124,0,0.00551,46.28052,0,0,177.32,1.8724
Chicken and rice with tomato sauce,0.5,cup,0.45994,0,0.25,0,0,0,0.25,0,0,1.10898,0,0,0,0,0,0,113.46,0.3172
Chicken and dumplings,0.5,cup,0.83326,0,0,0,0,0,0,0,0,1.99958,0,0,0,34.8615,0,0,184.22,2.5254
Crab cake,1,cake,0,0,0.01764,0,0,0,0.01764,0,0,1.95237,0,0,0,31.53654,0,0,105.84,0.9639
Gefilte fish,1,piece,0.03196,0,0.01088,0,0,0,0.01088,0,0,2.18484,0,0,0.00068,0.20264,0.00748,0,76.84,0.48212
Imitation crabmeat,0.5,cup,0,0,0,0,0,0,0,0,0,2.22201,0,0,0,0,0,0,71.82,0.0567
Tuna noodle casserole,1,cup,1.82784,0,0,0,0,0,0,0,0.32704,2.24224,0.00224,0,1.11353,108.33984,2.36658,0,423.36,4.2112
"Beef stew, potatoes & vegetables",1,cup,0.24444,0,0.80492,0.189,0,0.5,0.11592,0,0,1.78416,0,0,0.50848,0,0,0,199.08,1.386
"Stir-fried beef, veggies & noodles",1,cup,1.27813,0,0.51429,0.0651,0.14973,0,0.29946,0,0,1.19567,0,0,0.90851,2.90997,0,0,223.51,1.3237
"Beef, veggies & noodles (tomato sauce)",1,cup,1.08813,0,0.55527,0,0,0.13197,0.4233,0,0,2.10903,0,0,0,2.57715,0,0,231.57,1.4691
Stuffed cabbage rolls (beef & rice),1,roll,0.16171,0,0.54899,0,0,0,0.54899,0,0,0.89301,0,0,0,25.44615,4.3863,0,117.42,1.9673
"Pork, veggies and noodles (tomato sauce)",1,cup,1.20516,0,0.56025,0.27888,0,0,0.28137,0,0.41832,2.50743,0.00249,0,0.00111,120.3417,1.53795,0,408.36,7.1961
"Stir-fried pork, vegetables & rice",1,cup,0.78337,0,0.43834,0.10199,0,0,0.33635,0,0,2.52588,0.00434,0,0,18.14337,0,0,245.21,2.7125
Sweet & sour pork on rice,1,cup,1.1468,0,0.21716,0,0,0.07076,0.1464,0.21228,0,1.16632,0,0,0.56933,2.59128,23.39926,0,268.4,1.6104
"Chicken, veggies & noodles (cream sauce)",1,cup,1.12224,0,0.53536,0,0,0,0.53536,0,0.07616,1.34624,0.00224,0,0,43.00128,0,0,250.88,2.3744
Chicken chow mein with noodles,1,cup,0.9592,0,0.836,0,0,0,0.836,0,0,1.5576,0.0022,0,0.69813,56.628,7.43783,0,275,2.398
Stir-fried chicken & veggies on rice,1,cup,0.70525,0,0.39928,0.22568,0.1519,0,0.0217,0,0.00434,1.38663,0.00651,0,0,62.08587,0.38798,0,234.36,2.8861
Chicken or turkey pot pie,1,"8-ounce pie (4-5"" across)",2.43798,0,0.37228,0.18387,0,0.18387,0.00681,0,0,1.46869,0.00227,0,0,220.25583,0,0,488.05,8.7849
"Gumbo (with rice, New Orleans type)",1,cup,0.488,0,0.57096,0,0,0,0.57096,0,0,1.36396,0.00732,0,0.74393,13.79088,0,0,192.76,1.6104
Jambalaya (with meat & rice),1,cup,0.8296,0,0.33184,0,0,0,0.33184,0,0,3.53556,0,0,0,105.80328,0,0,392.84,6.1732
Greens with ham or pork,0.5,cup,0,0,0.39096,0,0.39096,0,0,0,0,0.29448,0,0,0,6.77808,0,0,38.88,0.576
Stir-fried chicken and vegetables,0.5,cup,0.11745,0,0.2916,0.04779,0.08181,0.05508,0.10692,0,0,0.76221,0.00081,0,0.45882,5.78826,0,0,89.91,0.8505
General Tso chicken,0.5,cup,0.30806,0,0.09709,0,0.08906,0,0.00803,0,0.00219,0.83658,0.00146,0,0.40604,43.50654,8.66176,0,148.19,2.0002
Kung Pao chicken,0.5,cup,0.04617,0,0.16038,0,0,0,0.16038,0,0,1.82493,0,0,2.76048,0,3.54158,0,217.08,2.592
"Chicken salad (with celery, mayo)",0.5,cup,0,0,0.18837,0,0,0,0.18837,0,0,1.88916,0,0,2.67398,0.59787,0,0,208.39,2.821
"Tuna salad (with celery, mayo)",0.5,cup,0,0,0.19032,0,0,0,0.19032,0,0,2.02696,0,0,2.39547,0.53352,2.0454,0,191.36,1.7992
"Seafood salad (with tomatoes, dressing)",0.5,cup,0,0,0.1612,0,0.00208,0,0.15912,0,0,2.07792,0,0,2.35618,0,0,0,163.28,1.5808
